storyid,answer,sentence1,sentence1_sentiment,sentence1_sentiment_score,sentence2,sentence2_sentiment,sentence2_sentiment_score
368e19bd-67a3-44b1-a148-add4428e1801,2,The letter was for a magazine subscription.,Negative,0.06,The letter told me I did not get accepted to college.,Negative,0.12
0a3a6bc8-bc30-4cd8-bf10-b9264bc5a230,2,I decided to buy a harp.,Positive,0.78,There I found exactly what I was looking for!,Positive,0.99
37dc8ca1-f5d3-4515-9feb-19262c78bafa,1,I started to run after the dog.,Negative,0.24,I decided to ask the man for lunch.,Neutral,0.71
095c7dd6-8992-4914-97ab-11706e635ee0,1,Rubia then became very nice to us.,Positive,0.95,Rubia was a very mean dog.,Negative,0.18
7ff39b9e-e461-41db-9c36-47c96581714c,1,I won the raffle!,Neutral,0.74,I lost the raffle and dropped out of school.,Neutral,0.61
ad6a45c4-ab9e-43c3-ac5e-3a10b64a1d96,1,The nurse told her not to wear heels anymore.,Positive,0.97,The 7th grader's parents were very pleased.,Positive,0.87
51fe416b-5bc9-455b-8bad-947593462c3d,2,Tyrone decided to quit.,Negative,0.05,Tyrone threw a touchdown.,Neutral,0.60
b8c79daa-5aa2-44fe-9996-00bc7d97722b,1,Leah thought it was gross.,Negative,0.16,Leah was not surprised at all.,Negative,0.05
e65a4da4-0102-4ff7-a597-c63975f1db2a,1,They sent him on his way and prepared for the storm.,Positive,0.98,They wrote him a large check and thanked him for his help.,Positive,0.93
6264b593-9dd7-44f3-a60a-16cc2520809a,2,Emily celebrated with a nice dinner.,Positive,0.98,Emily was crushed and heart broken.,Negative,0.02
2b07a9e6-59d3-4752-9b76-0aaef0df964a,2,We were so disappointed!,Negative,0.00,We were so relieved!,Positive,0.86
bdfa3541-1a9a-44b0-9067-0f9611da12e6,2,Jane converted to Satanism that very day.,Neutral,0.60,Jane realized it was her boyfriend and accepted his proposal.,Neutral,0.75
504f1236-8503-4c75-ab14-85f87237a4cd,1,I'm glad I know what the problem is now.,Neutral,0.59,I still don't know what the problem is.,Negative,0.06
eeeca494-be4b-40d8-a6f1-9e7a0148d7f7,1,Sally failed in her efforts to complete the assignment.,Negative,0.01,Sally was a total success and she was thrilled.,Positive,0.99
37117df0-42ff-492d-a157-49b6a817ff1e,1,Joe slipped and paid the ultimate price.,Neutral,0.52,Joe decided not to climb into the volcano and he didn't want to.,Negative,0.04
c5359a69-bf77-4553-bb0e-f52b7dcec461,1,Martha was sad when no birds made use of it.,Negative,0.23,Martha baked an apple pie and put it on the feeder.,Positive,0.92
b3863c6c-9f9a-4d16-885a-b5cc373d546f,2,She decided that she should buy them more presents.,Positive,0.84,So she started making them earn their luxuries.,Positive,0.84
6a618bcf-441b-40ca-840a-12c3e016a7c6,1,He learned he didn't like the opera.,Negative,0.19,He decided he loved the opera.,Positive,0.94
32ba753b-eb5c-4c95-a101-c7378c4432d8,2,Jay bought luxury car that afternoon with his initial earnings.,Positive,0.77,Jay become slightly less poor from Amazon Mturk.,Negative,0.16
dc4f6b5b-618f-4521-8612-ea3b8a36d53f,1,I was sad when my candidate lost the election.,Positive,0.87,I began to sing and dance as I had practiced.,Positive,0.90
8590275a-2bfd-4259-b7bf-a2005157b820,2,Ron had annoyed his parents by refusing to get off the toy car.,Negative,0.03,Now his house can stay cool all summer.,Positive,0.98
863c0eec-daea-4b78-9f8a-ca3c021d9a4d,1,"Sheepishly, he brought it to the dealership for repair.",Positive,0.92,The SUV drove perfectly from that point forward.,Negative,0.16
97312d01-89f3-4375-a248-51dae696d7c9,1,Robert had enough money to then get the ring.,Neutral,0.53,Robert went for a walk.,Neutral,0.59
93c5c4da-6215-427f-9224-5036c8e5e5c8,1,And they won.,Neutral,0.61,But they weren't interesting in winning.,Negative,0.16
38de5af8-157c-40fd-b973-0e2b91239ae3,1,Ida asked her husband what he thought about Irene.,Positive,0.97,Ida told the nurse to stop suggesting ugly names.,Neutral,0.71
8b0a51f7-0e50-4555-93ba-558b4e7504e6,2,Ava felt like a bad human being.,Negative,0.20,Ava felt very good about what she had done.,Positive,0.99
5beedcd6-750b-49d3-9f84-93407d06d917,2,I ate a grilled cheese sandwich.,Negative,0.20,I had run out of milk.,Negative,0.18
173abc3f-2065-419a-9e15-08adafd99cf7,2,Harry was more hungry.,Neutral,0.31,Harry's hunger is satiated.,Positive,0.97
feb66287-67a5-4c7f-89be-b3e4de02a74c,1,Jimmy and his dog were soon happily reunited.,Positive,0.92,Jimmy was afraid he'd never see his beloved cat again.,Negative,0.08
ced7d97e-c873-448c-bce0-30274ceac332,2,Lauren was excited about going out to lunch soon.,Neutral,0.50,The teacher was impressed and gave her an A on her exam.,Positive,0.98
aa65e437-2487-4ac5-a99e-b29966018bd4,1,He saved enough money from his work to buy a car.,Positive,0.95,He stood on the street corner asking for money.,Neutral,0.55
a552558e-08a3-4792-ba3b-282216f8b21d,1,Phillip became confident.,Positive,0.97,Phillip was embarrassed.,Negative,0.00
f2340baa-8597-4ccd-a1fa-e87d7b3ebeaa,2,Sandra ordered a second plate of lobster.,Positive,0.76,Sandra vowed she would never eat lobster again.,Neutral,0.34
ae3f38e0-f5de-4a6a-960c-1faae7909ebc,1,The burn hurt her skin a bit.,Neutral,0.29,Shannon felt immune to the sun's rays and didn't care.,Negative,0.15
354f6e4e-85ac-4e0b-90c2-5899f2d6b549,2,John was then very happy.,Positive,0.95,John then fell down and died.,Negative,0.03
4ef6984e-daa8-4de0-9f68-b899126a7c72,2,Jim was angry.,Negative,0.02,Jim was delighted.,Positive,0.98
4a2f6fd0-da1e-4bcb-b1f1-37d8d56ba949,2,"He was so happy, he jumped for joy.",Positive,0.98,He wept as the verdict was being read.,Neutral,0.48
22705add-8a18-4c22-859c-5e06cadb9554,2,Joe yawned and shuffled outside to get the mail.,Negative,0.06,Joe quickly collected his things and went to the shelter.,Positive,0.87
daa9b825-d843-4b00-84ad-4f7e1078b01c,2,Vanessa gave the babysitter a raise.,Neutral,0.55,"Vanessa caught her snooping, and fired her.",Positive,0.89
62f874fc-19fe-4fe6-be97-3023c9d43708,2,James never left his new town.,Neutral,0.67,The apple tree was still there.,Neutral,0.49
604f231c-ed86-41a7-8d43-e5864ebd7132,1,It was the beginning of a great relationship.,Positive,0.88,She never spoke to Brian again.,Negative,0.05
f571abc2-138e-469b-9e12-5f9fec7890ba,1,Sandy was sad.,Neutral,0.43,Sandy was happy.,Positive,0.97
1a349aff-3f45-4094-8b30-b07842bcf1bf,1,Mary was disappointed.,Negative,0.00,Mary didn't want peaches.,Negative,0.02
6b9718e2-b1ab-4dcf-b403-e99080ccf81e,1,Gus tried to get the money so he could get his things back.,Neutral,0.33,Gus just laughed at his landlord.,Positive,0.88
fdf0440b-4cc3-48ac-8a31-c1a2e3f84513,1,Lily was glad to buy a new coat.,Neutral,0.73,Lily coated the driveway in gravel.,Neutral,0.52
1f633f2d-f6c6-4318-92b9-23711dca346c,1,He went home and happily kissed his wife.,Positive,0.94,He went to bed early that night because he was so depressed.,Neutral,0.33
efd15a59-3fa8-436c-bc18-091a3ad9092c,1,Stella struggled through the basketball game.,Negative,0.12,"Suddenly, she felt better.",Neutral,0.34
55dee4d3-9951-4aae-91c3-3ecfd4e51f69,1,She proceeded to eat all the nuts in the dish.,Neutral,0.28,Then she fell asleep in her cage.,Negative,0.08
db9eeeaf-b535-4179-a574-1288b11e464b,2,The friends were upset when they discovered Natalie was missing.,Neutral,0.47,They agreed on a name for the team and joined a league.,Neutral,0.61
dce9c334-1c93-45a1-9bc9-631450523dd6,2,I was happy.,Positive,0.97,I felt so defeated.,Negative,0.03
f037c668-0b84-42aa-a1c1-f16ec0548da5,1,Samantha called me the next day and offered me the job.,Positive,0.98,Samantha called me the next day to conduct a phone interview.,Neutral,0.56
228b3ab7-47c8-4b09-ba30-fbd57a721b0a,1,John is getting nervous.,Neutral,0.37,John went to find a wedding planner instead.,Negative,0.17
8fc0210e-cf6c-4dbc-b87d-c16c1035d40c,1,Susan was witnessing her first earthquake.,Neutral,0.70,She couldn't believe it was happening to her again.,Neutral,0.37
ee3d3335-2830-4047-a14f-c318b5ee3d46,1,The kids were scared.,Negative,0.22,Then the entire family broke out into song and dance.,Negative,0.07
11c5044b-c77f-490e-b715-fca31ed9d469,1,I carried the team.,Neutral,0.62,The team didn't need me that day.,Neutral,0.36
8cb1ca51-e193-489b-9d00-0cea2c988a4d,1,Albert was ecstatic!,Positive,0.98,Albert was so disappointed.,Negative,0.00
31c1c10b-2edb-4e40-8573-2fce0e1f3e20,2,Nick was mad that his girlfriend did that.,Neutral,0.42,Nick won a thousand dollars.,Negative,0.12
3d7c8ce0-c3c0-4547-b4ba-d32c1d4c15be,1,John had a sever case of flu.,Neutral,0.69,John went home with the pretty nurse.,Positive,0.97
c8146079-4b74-4efd-8155-a2b4a115bdd8,1,Marie was shocked.,Negative,0.15,Marie was not surprised at all.,Negative,0.04
17df511c-3dab-4d14-bd94-07e7a34f6c4c,1,They arrived at the wedding and continued the ceremony.,Positive,0.91,They arrived at a restaurant instead of the wedding.,Neutral,0.64
2634462d-dce4-42f4-9830-bd6aef3c2ce0,2,Jane was angry at Elwood.,Negative,0.08,Jane was thankful.,Positive,0.92
49c0b9b3-851b-435c-a5df-d9b12f13b347,1,He was glad he still got to work on time.,Positive,0.96,He went swimming in the pool.,Neutral,0.26
a0bcad64-993b-4eb9-95c9-0b62b9cad675,1,The policeman got Due to the wedding on time.,Positive,0.93,Sue was arrested.,Neutral,0.49
692e93a2-b27a-4d98-bb02-f03dfad45b1b,2,Fred told Fran she was ugly.,Negative,0.02,Fred told Fran she looked great.,Positive,0.98
139ee01f-668d-457c-9401-e5a6c5fceb1a,2,I decided to jet ski for them.,Neutral,0.65,I saw they were both on leashes.,Neutral,0.61
6597de27-1378-44ec-9bd4-8f965ec77b32,1,He was looking forward to getting away.,Positive,0.81,He had so much work to do over the weekend.,Positive,0.96
f6b6ebb2-9d79-475c-853b-9d2a00106164,1,She enjoyed the candy apples.,Positive,0.97,Mari's apple pie was delicious.,Positive,0.99
abe38e8d-df43-4898-a03d-f9e257ae1a7d,1,They all made good money.,Positive,0.98,The next day they closed the business.,Positive,0.85
19c46052-ff51-4068-b035-e456d4228384,2,"If I don't get a better job soon, I'll be bankrupt.",Neutral,0.42,"I enjoy it so much, it doesn't even feel like work.",Positive,0.96
c9826553-b908-43b3-8c8a-9a34259d4472,1,I wasn't any good at playing sports.,Negative,0.02,I was very good at every sport I tried.,Positive,0.95
88307f04-a69d-4f1e-b9ed-b1fe48fee78b,2,"That night for dinner he had a large steak, and ice cream.",Positive,0.89,After a surgery the prognosis was positive.,Positive,0.79
03905bf7-d46d-4093-b5e4-9f7c74dbcd18,2,Sam had never had better-tasting chicken in his life!,Positive,0.96,"After it was completely cooked, the burger was delicious.",Neutral,0.70
a2a18141-086e-4cf4-a3dc-a87f96536bc4,1,Cara decided to pass the tradition on.,Neutral,0.54,Cara did not want to continue making tamales.,Negative,0.06
440e12f8-201d-4e8d-9e45-e6c139406534,2,I decided to order pizza instead.,Negative,0.16,The hamburgers I made were delicious.,Positive,0.97
9ea8346a-1a11-4d12-aa77-063f67d8a62b,2,Ben was very wealthy.,Negative,0.13,Ben needed the money.,Positive,0.94
23e01f8b-eac0-4585-9618-b47d70c470b9,2,Inky was very disappointed.,Negative,0.00,Inky bought the shoes.,Neutral,0.31
1ea1e977-84dd-48ff-871c-3f348d17ffa2,1,James decides to become a therapist when he grows up.,Positive,0.94,James considers running away from home.,Positive,0.79
1afef342-9070-4d04-9055-706320e91594,1,Penny was amazed.,Positive,0.89,Penny was used to seeing snow.,Negative,0.22
0ad3d77d-bf02-40ec-b070-f07cf29b8376,1,He has to go to the store on Sundays for new socks.,Neutral,0.68,Paul stopped wearing socks.,Neutral,0.31
30d495ed-b3c2-476c-9580-2c552a7ec762,2,She dropped her chemistry class.,Positive,0.88,She decided to buy books earlier next semester.,Positive,0.91
345f96c4-9c4f-497e-a5a7-01cf5a15fc17,2,We agreed that it was the best meal we had ever eaten.,Positive,0.85,We laughed about how terrible the chicken was.,Neutral,0.27
3f930c04-4d58-4f27-87b8-249beacd310e,2,We laughed and celebrated.,Positive,0.92,We were sad.,Negative,0.12
5fb3dc18-757b-4d81-9b5d-85709167b004,1,Her mom was able to help her get it right.,Positive,0.97,She decided she didn't like fish anymore.,Negative,0.22
b6f36ce0-a33e-4cff-90bf-04fcb9530f7c,1,"She was a bit stunned with excitement, but she managed to wave.",Neutral,0.74,She jeered and yelled at him.,Positive,0.83
7342b522-dd72-4187-a9c5-69e1d15a4ee5,2,Peg wasn't interested in tasting it.,Negative,0.02,Peg thought it tasted amazing.,Positive,0.97
c3848f83-51bf-4ebe-9452-f21d516516c8,1,The glasses fixed his headaches immediately.,Neutral,0.73,The optometrist gave him comfortable sneakers.,Positive,0.98
07672a63-3a12-4a43-9750-aa6dc3124835,1,He did his best anyway.,Positive,0.93,He was thrilled as he speed through the quiz.,Positive,0.99
6ae6482e-f278-45c2-a048-45191fae27e9,2,He was fired for being a bad teacher.,Negative,0.24,He won an award for best teacher his very first year.,Positive,0.98
ebf08309-5d9f-4176-a2af-5c8fed1481c3,1,It was a great day.,Positive,0.85,It was an awful day.,Negative,0.03
69b76e62-5a85-437d-a247-dc6548760168,2,Joe spat out the cold ice cream.,Neutral,0.71,It took several days for Joe's lips to heal.,Neutral,0.63
b859d463-d294-41de-b15f-9b50152fade3,2,Lola flew to Europe for a three month vacation.,Positive,0.95,Lola promised to be more careful in the future.,Neutral,0.61
971a34d7-bf64-4e45-b176-dffe05686572,2,"I feel like I'm living a dream come true, thanks to Chicago!",Positive,0.98,I'm seriously considering moving to someplace smaller and easier.,Neutral,0.64
855fc812-bce6-4379-aad2-9221e7835a96,2,There is no food in my house.,Neutral,0.57,I will cook a good dinner tonight.,Positive,0.84
2e874212-1f36-41bd-9928-d8ec96078ba5,1,He found the entire exercise very satisfying and interesting.,Positive,0.98,The results were inconclusive and Abe didn't care.,Negative,0.01
dabf9c82-cb84-4c87-b2b4-d005bc661deb,1,I learned a lot from the submarine in the museum.,Positive,0.94,I soon learned all I could about steam engines.,Positive,0.88
88c2d1b8-7ff2-4c31-bf51-a8c9a9123949,1,She argued with her new bosses too.,Positive,0.91,Tara got a great reference from her old boss.,Positive,1.00
26d8ec2f-f890-497a-b148-92bb3a4b9ad0,2,George immediately hung up.,Neutral,0.32,George explained what was going on with his bill.,Positive,0.92
ea598430-f486-414a-ba50-8d5abd8164d3,2,He was happy because he hated the bird.,Positive,0.79,He hoped nothing bad had happened to the bird.,Neutral,0.35
60e79460-ae47-4d6c-a82d-72b156ef5cd9,2,Eli loved rap music.,Positive,0.96,Eli loved his career.,Positive,0.92
d859ca3c-992f-4493-bda8-2faf92965054,2,Jackson felt terrible after the trip.,Negative,0.01,"After the trip, Jackson felt rejuvenated.",Neutral,0.72
8465a809-82a9-4f5d-abab-eac093a86b8a,2,Icy decided to never skate again.,Neutral,0.31,Icy felt she could skate.,Neutral,0.75
b202d06b-f572-47b0-ba08-5cae34e0ba0a,1,Her father laughed and turned on an overhead light for her.,Positive,0.90,"Since the battery was dead, she threw it away.",Negative,0.02
0b03f23b-267f-4680-86dc-98c8058691c5,1,Joe never threw rocks again.,Positive,0.89,Joe signed up for another yoga class.,Positive,0.78
39815885-d104-4482-aab4-42a658a64933,2,Laura sold the cake so she could afford new shoes.,Neutral,0.74,Laura was very proud of the cake she made.,Positive,0.96
9745f20b-080a-480f-a807-2d80500a6369,1,Baby Martin liked the banana.,Positive,0.99,Baby Martin was sick of bananas.,Neutral,0.62
edd13333-8c62-4436-b72d-8920b24a868c,1,Her husband called an ambulance.,Neutral,0.51,Amanda walked back to the car.,Neutral,0.74
523ddae6-9978-4a6a-b5cf-786b19cd5e1b,2,But we were bored.,Negative,0.06,We had a fun time.,Positive,0.96
e39b0b6f-35e7-4711-9b67-fb2bfef85674,1,Wendy had fun playing this game.,Positive,0.99,Wendy told them the number was actually forty two.,Neutral,0.32
fa1424ff-a6bc-4291-a11e-b5568e4a617f,1,The smell reminded him of his love for his birds.,Positive,0.87,He pinched his nose constantly avoid the smell.,Negative,0.06
15e501e5-cab9-4461-9412-5a637707a1c3,2,Greg and the girl danced together all night long.,Positive,0.96,Greg apologized and moved on to meet other girls at the party.,Positive,0.98
e0905208-cb00-43c5-ad45-88f40e9dd57a,1,"My inventory of books contained old, rare copies of classic books.",Positive,0.84,I burned all of the books I owned.,Neutral,0.34
0ee1a115-c1df-4af7-902d-2d1576e3ff40,2,He didn't know how to play football.,Negative,0.13,His dad was happy to play with him.,Positive,0.97
5196ea5e-7f6d-450a-96aa-117723855013,2,The next night Amy and her mother ate in front of the TV.,Neutral,0.52,Luckily her mother never found out.,Neutral,0.68
bff55ed2-bf60-481d-9d53-40cf89a348ad,2,Jo's mother punched her in the face.,Neutral,0.61,Her mother said that she didn't know.,Neutral,0.42
a878f50c-c6a4-4481-9015-1ca07c0dbbf1,1,The whole teamed cheered for my son.,Positive,0.99,He left the court in a fit of anger.,Negative,0.14
efc3d018-a4f6-4dde-a9fe-fdecd8358430,1,It then ate it.,Negative,0.06,The squirrel ran free.,Negative,0.21
aaed09c0-fe89-4d6a-874f-f26edc8a1da8,1,We saw a number of paintings.,Positive,0.76,We did not see any paintings.,Negative,0.11
9fca055c-e4f9-413a-840b-b0f163ab0c23,2,Blanche was very concerned and scared by her weight loss.,Negative,0.15,Blanche was happy about her weight loss.,Positive,0.93
9a4ebc95-06b0-4119-8c3e-2ec2ec20c1f8,1,Flossie churned double the amount of butter the next day.,Neutral,0.42,Flossie was proud of what she did.,Positive,0.90
2c851f6b-cdf7-48c4-85d3-fb22c58c0d9f,1,Tina was terrified of snakes.,Negative,0.06,Tina's husband suggested it would make a good pet.,Positive,0.80
d5fd1257-1f11-4a53-b00b-67773e05eec4,2,Everyone was disappointed in Casey.,Negative,0.06,Casey did a wonderful job.,Positive,0.97
