InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp	rightanswer_len	wronganswer_len	diff_len	rightanswer_numwords	wronganswer_numwords	diff_numwords
a442d96c-8063-43cb-a985-7f56bedda251	0.8	Ned wants a hobby that will get him outside. He decides to plant a vegetable garden in his yard. Ned plants tomato, eggplant, and pepper in his garden. He is surprised by how much work it takes.	Ned is proud of his hard work and tasty vegetables.	Ned decides to throw away the vegetables.	1	1	0	1	1	1	1	1	0	1	1	1	51	41	1	10	7	1
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	0.8	Cary went to a karaoke bar and sang horribly one night. Everyone laughed and made her feel sad. Cary found a vocal coach in her home town. After a few lessons she went back to the karaoke bar.	Cary was still terrible and everyone made fun of her again.	Cary danced around the pole to the music.	1	1	1	0	1	1	1	1	1	1	0	1	59	41	1	11	8	1
0bb51ee9-fbf1-428a-87e2-6647736ac788	0.8	Every morning I start my day off with a half an hour of reading. One morning I was too late to work and missed my reading time. It left me thinking of nothing more than reading the next chapter. Eventually I was able to take my first morning break.	I immediately dug into my book.	I decided to go for a walk.	1	1	1	0	1	1	1	1	1	1	0	1	31	27	1	6	7	0
db9eeeaf-b535-4179-a574-1288b11e464b	0.8	A group of friends went to go bowling. They had a really good time. The friends decided to formalize themselves into a team. They brainstormed for a good name.	They agreed on a name for the team and joined a league.	The friends were upset when they discovered Natalie was missing.	1	1	1	1	1	0	1	1	1	0	1	1	55	64	0	12	10	1
55a37f10-7f05-4960-893e-2cebe994aaff	0.8	Tiana was so hungry. She decided to buy a burger! She went to a fast food restaurant and ordered the burger she wanted. When she received the burger, she ate it immediately.	Tina was satisfied.	Tina was a vegetarian.	1	1	1	0	1	1	1	1	1	1	0	1	19	22	0	3	4	0
c9e99cc2-4928-4be4-a36b-201896c36413	0.8	There was a book series I loved very much. I looked forward to each new installment. When the last book came out, there was a midnight party at the store. I dressed up and went with my friends.	We all had a good time.	We all had a terrible time.	1	1	0	1	1	1	1	1	0	1	1	1	23	27	0	6	6	0
0bcee27a-8b11-4a48-92f7-a08f98d2d656	0.8	Mary had always wanted to have a pet bird. When Mary was young, her parents told her a bird was too much trouble. Now that she had her own apartment, she decided to buy a parrot. It felt great to have a parrot and to not be alone all the time.	The parrot turned out to be a great companion.	Mary was really happy she had gotten a dog.	1	1	1	1	1	1	1	1	1	1	0	0	46	43	1	9	9	0
c9ac2d40-0cbf-45e1-9e14-06deb99fe5e1	0.8	My brother and I always compete at carving Jack-o-Lanterns. We try to see who can carve the craziest face. I carved a face comprised entirely of different-sized squares. My brother carved a face in a strange spiral pattern.	My mother said she thought mine was the oddest looking.	I tripped and spilled a bowl of Halloween candy on the porch.	1	1	1	1	1	1	0	1	1	1	0	1	55	61	0	10	12	0
3d81d478-4b46-4eb0-864d-ea5f6f6f17c8	0.8	It was Gracie's big day. She was turning 16! Her family threw her a huge party. She ate lots of cake and snuck her parents' wine.	Her parents were very upset when they found out.	Gracie shared the wine with her parents.	1	1	1	0	1	1	1	1	1	1	0	1	48	40	1	9	7	1
8292282f-1189-439b-8043-68a15bdd41ea	0.8	James noticed his cat's belly was getting way too big. He took his cat to the vet. The vet told him that his cat had tapeworm. James got tapeworm medication from his drugstore shortly afterwards.	James's cat started getting better shortly after.	James gave up his cat for adoption.	1	1	1	1	1	1	1	0	1	1	0	1	49	35	1	7	7	0
fdd19d24-6feb-42c2-8eff-112a86d56339	0.8	Joe woke up one day and looked in the mirror. He noticed he had really put on some extra weight. Joe sighed, and forced himself to step on the scale. He noticed he had gained nearly 40 pounds the past year.	Joe decided to go on a diet.	Joe ate a whole pizza.	1	1	1	0	1	1	1	1	1	1	1	0	28	22	1	7	5	1
74e556aa-b409-49a5-8eef-403210b0e130	0.8	I was walking through Central Park on a fall day. I found a stray dog with a collar. I called the number on the collar and talked to the owners. The owners came to the park to pick up their dog.	They thanked me very much for finding their dog.	They let me keep it.	1	1	1	0	1	1	1	1	1	1	0	1	48	20	1	9	5	1
4835c7bd-1e52-4347-b409-cf29aa542353	0.8	Evan was starting high school. He was very nervous. He feared no one would talk to him. But then he found that all the students were very kind to him.	Evan decided he liked high school.	Evan decided to quit high school.	1	1	1	0	1	1	1	0	1	1	1	1	34	33	1	6	6	0
9a7453bc-2adb-4a66-8084-832981acea12	0.8	Lisa was at the beach. And she saw someone flying a kite. It looked like a lot of fun. So Lisa bought a kite of her own.	Lisa broke her kite when a seagull got tangled in the line.	Lisa blames her mother for choosing such a windy day.	1	1	1	0	1	1	1	1	1	1	0	1	59	53	1	12	10	1
bfb0df0f-34d1-456a-a630-dec1b0ad4461	0.8	Gina's niece was playing in the driver's seat of her dad's car. Somehow she got the car out of park, and into reverse. The car began to roll down the driveway into the street. Everyone ran to the car to try and stop it.	Luckily Gina's dad managed to get into the car and hit the brakes.	Gina then drives to Brazil for the day.	1	1	1	0	1	1	1	1	1	1	0	1	66	39	1	13	8	1
c7150144-9538-4c8f-a84f-903484c7d0a5	0.8	I started getting into music in middle school. As my tastes expanded, so did my desire to attend a concert. My friends had seen one or two, but I had not. Finally, after a few painful Years, my time arrived.	I finally saw my first concert and it was amazing.	I decided I didn't like concerts anymore.	1	1	1	1	1	1	1	0	1	1	0	1	50	41	1	10	7	1
b7c35c24-24bb-4a57-ab29-8fd4928964ee	0.8	Mac needed a new tie. He went to the mall. He shopped until he found the perfect tie. He took it home and tried it on.	Mac's tie looked great and everyone gave him compliments.	Mac was disappointed with his tie choice.	1	1	1	1	1	0	1	0	1	1	1	1	57	41	1	9	7	1
6b4b90d1-4a4e-4717-8095-217ba74dab41	0.8	Becca started taking painting classes. She became adept at portraiture quickly. She had a natural talent for painting people's faces. She painted every member of her family.	They were all impressed.	They were all ashamed of her actions.	1	1	1	1	1	1	1	0	1	1	0	1	24	37	0	4	7	0
43e86876-d41c-45d0-b819-4a9a401eb995	0.8	I was really sick last week. Work didn't want to give me any days off. I got home one day and noticed my girlfriend was there. She made me soup and brought me medicine.	I started to feel better.	I told my girlfriend to leave me alone.	1	1	1	0	1	1	1	1	1	1	0	1	25	39	0	5	8	0
60f98cc5-e612-4602-97ed-210514ab508e	0.8	Peter needed a new pair of shoes. He threw on his favorite outfit and went out. He went to the mall and checked out the shops. In one shop, he found a nice pair of shoes.	Peter decided to buy the pair and went home.	Peter did not like the shoes and went home.	1	1	1	1	1	1	0	0	1	1	1	1	44	43	1	9	9	0
b23a96fc-ddcf-4cb9-b296-fcdb93396346	0.8	John had been looking at houses. He had not found one he was in love with. He finally found one in his price range. He put in an offer.	The seller accepted and John was the proud owner of a new home!	John rented the apartment after putting down a deposit.	1	1	1	0	1	1	1	0	1	1	1	1	63	55	1	13	9	1
11e28056-7078-49f1-a809-1e44dd19e0e2	0.8	Darren struggled with depression. He never could shake the dark feelings he had. Finally he saw a specialist and got the help he needed. He learned that there were physiological reasons for his depression.	Darren got a lot better with treatment.	Darren felt the appointment had been a waste of time.	1	1	1	0	1	1	1	1	1	1	0	1	39	53	0	7	10	0
928f4dbe-10d1-4fe5-a80f-707a13ae87ed	0.8	It was Gina's turn to choose classes at school. She was enrolling late and there weren't many classes left. She hated the majority of what she was offered. Since she had few choices she took Spanish, and gym.	Gina ended up really loving the Spanish class.	Gina decided to put herself on a paleo diet.	1	1	1	0	1	1	1	1	1	1	0	1	46	44	1	8	9	0
86ad971c-a4f9-469a-912e-878d7b46e321	0.8	Gina told her mother she lost her key. It was an accident, but that didn't matter. It was irresponsible of her to lose the house key. Her dad gave her his key, and he would have a new one made.	Her mother punished her for losing the key.	She threw the key her father gave her into the lake.	1	1	0	1	1	1	1	1	0	1	1	1	43	52	0	8	11	0
8c0d6ec3-8248-422d-9f59-b8498bf43d8a	0.8	Jasper has always wanted to get a tattoo. He knows that tattoos are painful but he wants one anyway. He decides to get a tattoo of a tiger on his back. The tattoo comes out looking great.	How sad Jasper cannot see it unless he looks in a mirror!	Jasper told the dogs to stop barking at the people in the street.	1	1	1	0	1	1	1	1	1	1	0	1	57	65	0	12	13	0
86eb7bfa-bef9-4b9f-ad5c-5679adbdd654	0.8	I called Carly to ask her on a date. I got her voicemail. I texted her that we should talk soon. She texted me back, asking why we should talk soon.	I told her I liked her.	I told her I hated her.	1	1	1	0	1	1	1	0	1	1	1	1	23	23	0	6	6	0
d7e888bd-436e-4bb5-90fc-e57f8e5f61d3	0.8	Fred was nervous for his golf tournament today. He got to the course and started practicing. As the tournament started, he tried his best. Thankfully he ended up winning.	Fred was very happy.	Fred was ashamed of what he had done.	1	1	1	1	1	1	1	0	1	0	1	1	20	37	0	4	8	0
2f3c4c93-9ef7-430e-86c5-ab09c1a0783b	0.8	Terry's daughter was in extreme pain in her mouth. After an evaluation, Terry realized that her daughter was teething. Once Terry realized she was teething, Terry administered medication. After the medication, Terry placed teething gel on the baby's teeth.	Terry got the baby to calm down.	Terry left the house for Alaska.	1	1	1	0	1	1	1	1	1	1	0	1	32	32	0	7	6	1
e1b06f09-d4f9-4829-b732-5d260ad2618a	0.8	Lane wanted a puppy. He didn't know where to find one. He asked his friend to help him. They both went to a shelter and Lane found a dog.	Lane promptly adopted the puppy.	Lane was happy he got a kitten.	1	1	1	0	1	1	1	1	1	1	0	1	32	31	1	5	7	0
eb3e1ca4-0942-4330-9794-78716e688d50	0.8	The other night my husband and I met our friend Greg for pizza. Greg ordered a pizza with anchovies, olives, and sun dried tomatoes. Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty!	They ended up taking the pizza to go.	They ate the entire pizza in one sitting.	1	1	1	0	1	1	1	1	1	1	0	1	37	41	0	8	8	0
d4dc6de3-ac75-4f26-b855-75f0b7c3691f	0.8	The puppy came into the house with its paw bleeding. One nail was broken, but no one could determine what happened. The blood drop trail was followed through the back yard. The trail led to a low wire fence.	The puppy had been scratching at the fence and hurt itself.	The kitten contently scratched its scratching post.	1	1	1	1	1	0	1	1	1	1	1	0	59	51	1	11	7	1
88162224-d042-47aa-9d78-b73338920e5b	0.8	Morgan and Timothy were having an argument. Morgan thought that all of The Beatles' music was good. Timothy thought their early stuff was not very good. Morgan made her case by simply playing a few songs.	Timothy realized Morgan was probably right about the music.	Timothy said he didn't want to hear anymore Rolling Stones music.	1	1	1	0	1	1	1	0	1	1	1	1	59	65	0	9	11	0
7688557d-7143-4583-94ec-493578279f06	0.8	The lady's at Gina's Grandma's church cooked for them. After the funeral they had the food all set up. Gina had the best fried chicken of her life that day. She also discovered sweet Hawaiian bread.	She thanked the lady profusely.	Gina threw a temper tantrum that they didn't serve steak.	1	1	1	1	1	1	0	1	1	1	0	1	31	57	0	5	10	0
d26f872a-bea0-4703-b992-d643e571edfe	0.8	Sal scoured the jungle looking for the perfect sandal wood. He came across a perfect candidate tree! He cut it down and brought it to his shop. The sandals made from the tree were very high grade.	Sal loved the smell of sandalwood.	Sam's sandals fell apart.	1	1	1	1	1	1	0	0	1	1	1	1	34	25	1	6	4	1
13e2cf9c-e34b-4a02-8bd5-e8c21ac52eb8	0.8	Patricia grew up in the 1980's. She was inspired by the glam rockers she listened to. She learned guitar so she could be a glam rocker someday. As an adult she gathered talent and started a band.	The band went on to be very successful.	Patricia hates rock music.	1	1	0	1	1	1	1	1	0	1	1	1	39	26	1	8	4	1
745dfa19-1c30-454a-8d82-9e029861d769	0.8	Alfred had a barbecue with his friends. They all came and brought their favorite dish. When the food was ready, everyone sat down to eat together. The food was delicious and the company was great.	Alfred had a great time and was happy.	The barbecue did not go well.	1	1	0	1	1	1	1	1	0	1	1	1	38	29	1	8	6	1
3ec83479-8648-4e67-a32d-17aebf17ac2e	0.8	Janice notices that she is very tired after work. Her coworker suggests that they stop at a bar for a glass of wine. Janice and her coworker have a glass of pinot noir and relax. Janice feels much better on her walk home.	Janice relaxes at home and falls asleep.	Janice realizes she hates her friends.	1	1	1	0	1	1	1	1	1	1	0	1	40	38	1	7	6	1
495a5a9d-443f-423b-b2fd-cb336d89e90b	0.8	My old job kept asking too much of me. Every wednesday there was a ton of new work. I could never catch up and each week got worse. Eventually I got too far behind and had to quit.	I will look for a new job.	I got a raise at my old job.	1	1	1	0	1	1	0	1	1	1	1	1	26	28	0	7	8	0
3760d65a-1cb0-4054-b7a0-0f3c67d64796	0.8	On the first day of preschool, I sat next to a random boy. We started talking about sports and we instantly liked each other. I invited him to my house and his mom dropped him off. We played football, basketball, and baseball.	We became great friends!	I hate sports.	1	1	0	1	1	1	1	1	0	1	1	1	24	14	1	4	3	1
21e8cd48-864d-4f4c-b908-03bc8c720abe	0.8	Aaron was walking by a lake when he saw a swan. He realized that the swan was injured. Aaron used bread to lure the swan to shore. He then picked it up and took it to the hospital.	Aaron saved the swan's life.	Aaron then cooked the swan on his stove.	1	1	1	0	1	1	1	1	1	1	0	1	28	40	0	5	8	0
7907720f-df18-437b-9443-539f8214030b	0.8	John was much shorter than his teammates on the basketball team. He hardly got any playing time. Two players were injured during the playoff game. He finally got off the bench.	John played to the best of his ability.	John sat down on the bench.	1	1	1	0	1	1	1	1	1	1	0	1	39	27	1	8	6	1
bb1f68c2-642e-4153-aca0-9628f6b6e000	0.8	A man was stranded on an island. He had no idea if anybody would come to save him. The first thing he did was make a fire. Next thing he did was start building a shelter.	Just then, a large cruise ship passed and he was rescued.	A ship passed and he hid.	1	1	1	0	1	1	1	1	1	1	0	1	57	25	1	11	6	1
